coin,view,fold,feature,importance
ETH,V3,2,WEEK_RSI_1W,3.3450570202776926
ETH,V3,2,WEEK_MA_CROSS_1W,0.4648222211330796
ETH,V3,3,open,2.1009960132619176
ETH,V3,3,high,1.7247828951383086
ETH,V3,3,low,1.2338769178381994
ETH,V3,3,close,1.4633914226395466
ETH,V3,3,volume,3.44421096858541
ETH,V3,3,RET_1D,6.047012707958806
ETH,V3,3,RET_5D,4.716570974491504
ETH,V3,3,RET_20D,2.0908795543743746
ETH,V3,3,TECH_RSI14,4.050310986451295
ETH,V3,3,TECH_RSI30,3.6478766827697306
ETH,V3,3,TECH_MACD,1.9411261219494078
ETH,V3,3,TECH_MACD_SIG,2.5904546417532752
ETH,V3,3,TECH_MA5R,3.9958795318107407
ETH,V3,3,TECH_MA20R,3.0840548345985996
ETH,V3,3,TECH_MA50R,2.2792797298253324
ETH,V3,3,VOL_ATR14,2.197611349633204
ETH,V3,3,BAND_BB_W,3.039868418732686
ETH,V3,3,BAND_KC_W,3.287090167777162
ETH,V3,3,PX_OBV,2.2729104908220177
ETH,V3,3,VOL_Z20,5.3910042918664205
ETH,V3,3,DERIV_OI_D1,3.6129882763759857
ETH,V3,3,DERIV_OI_PCT1,4.729458864441511
ETH,V3,3,DERIV_FUND_Z7,6.106357178056874
ETH,V3,3,DERIV_LSR_D1,0.0
ETH,V3,3,FLOW_LIQ_NET,3.5749716692065707
ETH,V3,3,FLOW_LIQ_ABS,4.00707702024076
ETH,V3,3,FLOW_TAKER_IMB,0.0
ETH,V3,3,EXBAL_PCT_1D,1.0811938190095691
ETH,V3,3,SENT_FEAR,3.243670064345608
ETH,V3,3,SENT_D_FEAR,4.457595908159972
ETH,V3,3,WEEK_RET_1W,4.057464690995368
ETH,V3,3,WEEK_RSI_1W,4.110726133954533
ETH,V3,3,WEEK_MA_CROSS_1W,0.4193076729353191
ETH,V4,1,open,0.02579222247004509
ETH,V4,1,high,0.032461732625961304
ETH,V4,1,low,0.029921159148216248
ETH,V4,1,close,0.028962671756744385
ETH,V4,1,volume,0.04084067791700363
ETH,V4,1,RET_1D,0.03253035992383957
ETH,V4,1,RET_5D,0.029907045885920525
ETH,V4,1,RET_20D,0.035472966730594635
ETH,V4,1,TECH_RSI14,0.029205556958913803
ETH,V4,1,TECH_RSI30,0.03639332205057144
ETH,V4,1,TECH_MACD,0.031178755685687065
ETH,V4,1,TECH_MACD_SIG,0.02726215496659279
ETH,V4,1,TECH_MA5R,0.03936566039919853
ETH,V4,1,TECH_MA20R,0.02966034784913063
ETH,V4,1,TECH_MA50R,0.026125792413949966
ETH,V4,1,VOL_ATR14,0.030989592894911766
ETH,V4,1,BAND_BB_W,0.03983258828520775
ETH,V4,1,BAND_KC_W,0.03692813962697983
ETH,V4,1,PX_OBV,0.03318085893988609
ETH,V4,1,VOL_Z20,0.031044576317071915
ETH,V4,1,DERIV_OI_D1,0.039161309599876404
ETH,V4,1,DERIV_OI_PCT1,0.03482303023338318
ETH,V4,1,DERIV_FUND_Z7,0.035820625722408295
ETH,V4,1,DERIV_LSR_D1,0.0
ETH,V4,1,FLOW_LIQ_NET,0.04453079402446747
ETH,V4,1,FLOW_LIQ_ABS,0.03875289857387543
ETH,V4,1,FLOW_TAKER_IMB,0.0
ETH,V4,1,EXBAL_PCT_1D,0.032905444502830505
ETH,V4,1,SENT_FEAR,0.02491127885878086
ETH,V4,1,SENT_D_FEAR,0.0329292006790638
ETH,V4,1,WEEK_RET_1W,0.03458776697516441
ETH,V4,1,WEEK_RSI_1W,0.02463221549987793
ETH,V4,1,WEEK_MA_CROSS_1W,0.009889233857393265
ETH,V4,2,open,0.033454928547143936
ETH,V4,2,high,0.02730735018849373
ETH,V4,2,low,0.035047128796577454
ETH,V4,2,close,0.03384431079030037
ETH,V4,2,volume,0.030417120084166527
ETH,V4,2,RET_1D,0.03450937196612358
ETH,V4,2,RET_5D,0.031138738617300987
ETH,V4,2,RET_20D,0.03237032890319824
ETH,V4,2,TECH_RSI14,0.03274834156036377
ETH,V4,2,TECH_RSI30,0.028951061889529228
ETH,V4,2,TECH_MACD,0.03162898123264313
ETH,V4,2,TECH_MACD_SIG,0.024383196607232094
ETH,V4,2,TECH_MA5R,0.03415437042713165
ETH,V4,2,TECH_MA20R,0.031472448259592056
ETH,V4,2,TECH_MA50R,0.02844832092523575
ETH,V4,2,VOL_ATR14,0.029002917930483818
ETH,V4,2,BAND_BB_W,0.032925255596637726
ETH,V4,2,BAND_KC_W,0.027317965403199196
ETH,V4,2,PX_OBV,0.042516037821769714
ETH,V4,2,VOL_Z20,0.03261084109544754
ETH,V4,2,DERIV_OI_D1,0.03029543347656727
ETH,V4,2,DERIV_OI_PCT1,0.03133561834692955
ETH,V4,2,DERIV_FUND_Z7,0.03782903775572777
ETH,V4,2,DERIV_LSR_D1,0.0
ETH,V4,2,FLOW_LIQ_NET,0.03639627993106842
ETH,V4,2,FLOW_LIQ_ABS,0.03317919373512268
ETH,V4,2,FLOW_TAKER_IMB,0.0
ETH,V4,2,EXBAL_PCT_1D,0.03129301220178604
ETH,V4,2,SENT_FEAR,0.03680786117911339
ETH,V4,2,SENT_D_FEAR,0.03346934914588928
ETH,V4,2,WEEK_RET_1W,0.03348829224705696
ETH,V4,2,WEEK_RSI_1W,0.03181847557425499
ETH,V4,2,WEEK_MA_CROSS_1W,0.029838481917977333
BNB,V1,1,open,0.04655454680323601
BNB,V1,1,high,0.037536539137363434
BNB,V1,1,low,0.04120071604847908
BNB,V1,1,close,0.035963404923677444
BNB,V1,1,volume,0.04393502324819565
BNB,V1,1,RET_1D,0.04806430637836456
BNB,V1,1,RET_5D,0.03878503292798996
BNB,V1,1,RET_20D,0.03616559877991676
BNB,V1,1,TECH_RSI14,0.04578771814703941
BNB,V1,1,TECH_RSI30,0.04217216745018959
BNB,V1,1,TECH_MACD,0.034772105515003204
BNB,V1,1,TECH_MACD_SIG,0.04470107704401016
BNB,V1,1,TECH_MA5R,0.04196108505129814
BNB,V1,1,TECH_MA20R,0.03755701333284378
BNB,V1,1,TECH_MA50R,0.045345257967710495
BNB,V1,1,VOL_ATR14,0.03371763974428177
BNB,V1,1,BAND_BB_W,0.04096812754869461
BNB,V1,1,BAND_KC_W,0.03719734773039818
BNB,V1,1,PX_OBV,0.04394858330488205
BNB,V1,1,VOL_Z20,0.03706853464245796
BNB,V1,1,DERIV_OI_D1,0.0
BNB,V1,1,DERIV_OI_PCT1,0.0
BNB,V1,1,DERIV_FUND_Z7,0.0
BNB,V1,1,DERIV_LSR_D1,0.0
BNB,V1,1,FLOW_LIQ_NET,0.0
BNB,V1,1,FLOW_LIQ_ABS,0.0
BNB,V1,1,FLOW_TAKER_IMB,0.0
BNB,V1,1,EXBAL_PCT_1D,0.0
BNB,V1,1,SENT_FEAR,0.03421943634748459
BNB,V1,1,SENT_D_FEAR,0.03779289126396179
BNB,V1,1,WEEK_RET_1W,0.038504891097545624
BNB,V1,1,WEEK_RSI_1W,0.04102737456560135
BNB,V1,1,WEEK_MA_CROSS_1W,0.03505353257060051
BNB,V1,2,open,0.03274085372686386
BNB,V1,2,high,0.028150567784905434
BNB,V1,2,low,0.03293102607131004
BNB,V1,2,close,0.03170040622353554
BNB,V1,2,volume,0.03165394812822342
BNB,V1,2,RET_1D,0.03882438689470291
BNB,V1,2,RET_5D,0.031456224620342255
BNB,V1,2,RET_20D,0.03360697999596596
BNB,V1,2,TECH_RSI14,0.035640887916088104
BNB,V1,2,TECH_RSI30,0.030626006424427032
BNB,V1,2,TECH_MACD,0.03441100940108299
BNB,V1,2,TECH_MACD_SIG,0.03806910291314125
BNB,V1,2,TECH_MA5R,0.03495413064956665
BNB,V1,2,TECH_MA20R,0.0361274816095829
BNB,V1,2,TECH_MA50R,0.03541000932455063
BNB,V1,2,VOL_ATR14,0.03371473401784897
BNB,V1,2,BAND_BB_W,0.032250359654426575
BNB,V1,2,BAND_KC_W,0.03000953048467636
BNB,V1,2,PX_OBV,0.03329691290855408
BNB,V1,2,VOL_Z20,0.03211227431893349
BNB,V1,2,DERIV_OI_D1,0.03518287464976311
BNB,V1,2,DERIV_OI_PCT1,0.03903196379542351
BNB,V1,2,DERIV_FUND_Z7,0.03247722610831261
BNB,V1,2,DERIV_LSR_D1,0.0
BNB,V1,2,FLOW_LIQ_NET,0.03388434648513794
BNB,V1,2,FLOW_LIQ_ABS,0.029694993048906326
BNB,V1,2,FLOW_TAKER_IMB,0.0
BNB,V1,2,EXBAL_PCT_1D,0.0
BNB,V1,2,SENT_FEAR,0.030047522857785225
BNB,V1,2,SENT_D_FEAR,0.031453512609004974
BNB,V1,2,WEEK_RET_1W,0.03155793994665146
BNB,V1,2,WEEK_RSI_1W,0.034503478556871414
BNB,V1,2,WEEK_MA_CROSS_1W,0.034479282796382904
BNB,V1,3,open,0.03047299198806286
BNB,V1,3,high,0.03119838796555996
BNB,V1,3,low,0.032279398292303085
BNB,V1,3,close,0.031247800216078758
BNB,V1,3,volume,0.03080030158162117
BNB,V1,3,RET_1D,0.04070546105504036
BNB,V1,3,RET_5D,0.03310631960630417
BNB,V1,3,RET_20D,0.03096778318285942
BNB,V1,3,TECH_RSI14,0.032397616654634476
BNB,V1,3,TECH_RSI30,0.033635541796684265
BNB,V1,3,TECH_MACD,0.031420234590768814
BNB,V1,3,TECH_MACD_SIG,0.03643898665904999
BNB,V1,3,TECH_MA5R,0.03427426889538765
BNB,V1,3,TECH_MA20R,0.03742000833153725
BNB,V1,3,TECH_MA50R,0.03475033491849899
BNB,V1,3,VOL_ATR14,0.03161473944783211
BNB,V1,3,BAND_BB_W,0.03180389478802681
BNB,V1,3,BAND_KC_W,0.0344163179397583
BNB,V1,3,PX_OBV,0.03624245151877403
BNB,V1,3,VOL_Z20,0.03244555741548538
BNB,V1,3,DERIV_OI_D1,0.032134003937244415
BNB,V1,3,DERIV_OI_PCT1,0.035042379051446915
BNB,V1,3,DERIV_FUND_Z7,0.032505717128515244
BNB,V1,3,DERIV_LSR_D1,0.0
BNB,V1,3,FLOW_LIQ_NET,0.03468601405620575
BNB,V1,3,FLOW_LIQ_ABS,0.030026782304048538
BNB,V1,3,FLOW_TAKER_IMB,0.0
BNB,V1,3,EXBAL_PCT_1D,0.0
BNB,V1,3,SENT_FEAR,0.03073064051568508
BNB,V1,3,SENT_D_FEAR,0.033123064786195755
BNB,V1,3,WEEK_RET_1W,0.03308979049324989
BNB,V1,3,WEEK_RSI_1W,0.03456045687198639
BNB,V1,3,WEEK_MA_CROSS_1W,0.036462802439928055
BNB,V2,1,open,2.097973846752991
BNB,V2,1,high,1.6797701507456508
BNB,V2,1,low,1.0998073351008302
BNB,V2,1,close,1.3807171412690564
BNB,V2,1,volume,3.3527639269126057
BNB,V2,1,RET_1D,8.384942380889578
BNB,V2,1,RET_5D,3.6176265817410838
BNB,V2,1,RET_20D,3.2303622693954916
BNB,V2,1,TECH_RSI14,3.0290619741431013
BNB,V2,1,TECH_RSI30,3.6617330624263924
BNB,V2,1,TECH_MACD,1.7895337983357464
BNB,V2,1,TECH_MACD_SIG,1.6734951606368536
BNB,V2,1,TECH_MA5R,3.3028064887480064
BNB,V2,1,TECH_MA20R,3.6293596401394885
BNB,V2,1,TECH_MA50R,2.0180547926891714
BNB,V2,1,VOL_ATR14,2.126561810505196
BNB,V2,1,BAND_BB_W,4.817774709259385
BNB,V2,1,BAND_KC_W,3.5220624102112525
BNB,V2,1,PX_OBV,2.1329344913970467
BNB,V2,1,VOL_Z20,6.01688915542652
BNB,V2,1,DERIV_OI_D1,4.123744562189563
BNB,V2,1,DERIV_OI_PCT1,7.285947726020516
BNB,V2,1,DERIV_FUND_Z7,4.96991446880952
BNB,V2,1,DERIV_LSR_D1,0.0
BNB,V2,1,FLOW_LIQ_NET,2.895148305531996
BNB,V2,1,FLOW_LIQ_ABS,1.3203337800220545
BNB,V2,1,FLOW_TAKER_IMB,0.0
BNB,V2,1,EXBAL_PCT_1D,0.0
BNB,V2,1,SENT_FEAR,2.790708022029525
BNB,V2,1,SENT_D_FEAR,6.263605354514696
BNB,V2,1,WEEK_RET_1W,3.8796390752327676
BNB,V2,1,WEEK_RSI_1W,3.338188214723317
BNB,V2,1,WEEK_MA_CROSS_1W,0.5685393642005949
BNB,V2,2,open,1.2839739071562595
BNB,V2,2,high,1.6660533803882198
BNB,V2,2,low,1.3136610861119544
BNB,V2,2,close,1.2769800819734298
BNB,V2,2,volume,2.5474019003865522
BNB,V2,2,RET_1D,6.94774581963217
BNB,V2,2,RET_5D,3.7703035302837593
BNB,V2,2,RET_20D,3.1821911720221845
BNB,V2,2,TECH_RSI14,2.7425735248900374
BNB,V2,2,TECH_RSI30,3.4791098313259328
BNB,V2,2,TECH_MACD,1.9300086250695758
BNB,V2,2,TECH_MACD_SIG,2.70970285020106
BNB,V2,2,TECH_MA5R,2.9709225749150336
BNB,V2,2,TECH_MA20R,3.91990352743313
BNB,V2,2,TECH_MA50R,1.7692855922200341
BNB,V2,2,VOL_ATR14,2.116730941207109
BNB,V2,2,BAND_BB_W,4.912225008327249
BNB,V2,2,BAND_KC_W,5.428752396195288
BNB,V2,2,PX_OBV,2.8890709869899203
BNB,V2,2,VOL_Z20,6.17128307232299
BNB,V2,2,DERIV_OI_D1,4.135757909069129
BNB,V2,2,DERIV_OI_PCT1,4.698657982950716
BNB,V2,2,DERIV_FUND_Z7,6.178860522594835
BNB,V2,2,DERIV_LSR_D1,0.0
BNB,V2,2,FLOW_LIQ_NET,3.914048363802372
BNB,V2,2,FLOW_LIQ_ABS,2.260184321483867
BNB,V2,2,FLOW_TAKER_IMB,0.0
BNB,V2,2,EXBAL_PCT_1D,0.0
BNB,V2,2,SENT_FEAR,2.7597616215182716
BNB,V2,2,SENT_D_FEAR,5.503562364425453
BNB,V2,2,WEEK_RET_1W,4.13140038985763
BNB,V2,2,WEEK_RSI_1W,2.8880021863799343
BNB,V2,2,WEEK_MA_CROSS_1W,0.5018845288659064
BNB,V2,3,open,0.77200859436922
BNB,V2,3,high,1.6154280283203155
BNB,V2,3,low,1.7018376782118974
BNB,V2,3,close,1.0970003292821973
BNB,V2,3,volume,2.522314796620214
BNB,V2,3,RET_1D,6.977511287124174
BNB,V2,3,RET_5D,4.833497848568534
BNB,V2,3,RET_20D,2.812126682150844
BNB,V2,3,TECH_RSI14,3.0604982667359306
BNB,V2,3,TECH_RSI30,3.9058594328348835
BNB,V2,3,TECH_MACD,1.6569433301076786
BNB,V2,3,TECH_MACD_SIG,2.122153213086894
BNB,V2,3,TECH_MA5R,3.3727710688369714
BNB,V2,3,TECH_MA20R,3.5463324784431296
BNB,V2,3,TECH_MA50R,2.1356067349563213
BNB,V2,3,VOL_ATR14,2.1175212456238772
BNB,V2,3,BAND_BB_W,4.867377738337721
BNB,V2,3,BAND_KC_W,5.303212849667957
BNB,V2,3,PX_OBV,3.3593795615083746
BNB,V2,3,VOL_Z20,5.6821821887901836
BNB,V2,3,DERIV_OI_D1,3.668403332091972
BNB,V2,3,DERIV_OI_PCT1,4.221941328228943
BNB,V2,3,DERIV_FUND_Z7,5.968617829830622
BNB,V2,3,DERIV_LSR_D1,0.0
BNB,V2,3,FLOW_LIQ_NET,3.685419737925525
BNB,V2,3,FLOW_LIQ_ABS,2.890212572956119
BNB,V2,3,FLOW_TAKER_IMB,0.0
BNB,V2,3,EXBAL_PCT_1D,0.0
BNB,V2,3,SENT_FEAR,3.147857779120208
BNB,V2,3,SENT_D_FEAR,4.632246949219353
BNB,V2,3,WEEK_RET_1W,4.56819707269941
BNB,V2,3,WEEK_RSI_1W,3.2180555491553795
BNB,V2,3,WEEK_MA_CROSS_1W,0.5374844951951268
BNB,V3,1,open,2.097973846752991
BNB,V3,1,high,1.6797701507456508
BNB,V3,1,low,1.0998073351008302
BNB,V3,1,close,1.3807171412690564
BNB,V3,1,volume,3.3527639269126057
BNB,V3,1,RET_1D,8.384942380889578
BNB,V3,1,RET_5D,3.6176265817410838
BNB,V3,1,RET_20D,3.2303622693954916
BNB,V3,1,TECH_RSI14,3.0290619741431013
BNB,V3,1,TECH_RSI30,3.6617330624263924
BNB,V3,1,TECH_MACD,1.7895337983357464
BNB,V3,1,TECH_MACD_SIG,1.6734951606368536
BNB,V3,1,TECH_MA5R,3.3028064887480064
BNB,V3,1,TECH_MA20R,3.6293596401394885
BNB,V3,1,TECH_MA50R,2.0180547926891714
BNB,V3,1,VOL_ATR14,2.126561810505196
BNB,V3,1,BAND_BB_W,4.817774709259385
BNB,V3,1,BAND_KC_W,3.5220624102112525
BNB,V3,1,PX_OBV,2.1329344913970467
BNB,V3,1,VOL_Z20,6.01688915542652
BNB,V3,1,DERIV_OI_D1,4.123744562189563
BNB,V3,1,DERIV_OI_PCT1,7.285947726020516
BNB,V3,1,DERIV_FUND_Z7,4.96991446880952
BNB,V3,1,DERIV_LSR_D1,0.0
BNB,V3,1,FLOW_LIQ_NET,2.895148305531996
BNB,V3,1,FLOW_LIQ_ABS,1.3203337800220545
BNB,V3,1,FLOW_TAKER_IMB,0.0
BNB,V3,1,EXBAL_PCT_1D,0.0
BNB,V3,1,SENT_FEAR,2.790708022029525
BNB,V3,1,SENT_D_FEAR,6.263605354514696
BNB,V3,1,WEEK_RET_1W,3.8796390752327676
BNB,V3,1,WEEK_RSI_1W,3.338188214723317
BNB,V3,1,WEEK_MA_CROSS_1W,0.5685393642005949
BNB,V3,2,open,1.2839739071562595
BNB,V3,2,high,1.6660533803882198
BNB,V3,2,low,1.3136610861119544
BNB,V3,2,close,1.2769800819734298
BNB,V3,2,volume,2.5474019003865522
BNB,V3,2,RET_1D,6.94774581963217
BNB,V3,2,RET_5D,3.7703035302837593
BNB,V3,2,RET_20D,3.1821911720221845
BNB,V3,2,TECH_RSI14,2.7425735248900374
BNB,V3,2,TECH_RSI30,3.4791098313259328
BNB,V3,2,TECH_MACD,1.9300086250695758
BNB,V3,2,TECH_MACD_SIG,2.70970285020106
BNB,V3,2,TECH_MA5R,2.9709225749150336
BNB,V3,2,TECH_MA20R,3.91990352743313
BNB,V3,2,TECH_MA50R,1.7692855922200341
BNB,V3,2,VOL_ATR14,2.116730941207109
BNB,V3,2,BAND_BB_W,4.912225008327249
BNB,V3,2,BAND_KC_W,5.428752396195288
BNB,V3,2,PX_OBV,2.8890709869899203
BNB,V3,2,VOL_Z20,6.17128307232299
BNB,V3,2,DERIV_OI_D1,4.135757909069129
BNB,V3,2,DERIV_OI_PCT1,4.698657982950716
BNB,V3,2,DERIV_FUND_Z7,6.178860522594835
BNB,V3,2,DERIV_LSR_D1,0.0
BNB,V3,2,FLOW_LIQ_NET,3.914048363802372
BNB,V3,2,FLOW_LIQ_ABS,2.260184321483867
BNB,V3,2,FLOW_TAKER_IMB,0.0
BNB,V3,2,EXBAL_PCT_1D,0.0
BNB,V3,2,SENT_FEAR,2.7597616215182716
BNB,V3,2,SENT_D_FEAR,5.503562364425453
BNB,V3,2,WEEK_RET_1W,4.13140038985763
BNB,V3,2,WEEK_RSI_1W,2.8880021863799343
BNB,V3,2,WEEK_MA_CROSS_1W,0.5018845288659064
BNB,V3,3,open,0.77200859436922
BNB,V3,3,high,1.6154280283203155
BNB,V3,3,low,1.7018376782118974
BNB,V3,3,close,1.0970003292821973
BNB,V3,3,volume,2.522314796620214
BNB,V3,3,RET_1D,6.977511287124174
BNB,V3,3,RET_5D,4.833497848568534
BNB,V3,3,RET_20D,2.812126682150844
BNB,V3,3,TECH_RSI14,3.0604982667359306
BNB,V3,3,TECH_RSI30,3.9058594328348835
BNB,V3,3,TECH_MACD,1.6569433301076786
BNB,V3,3,TECH_MACD_SIG,2.122153213086894
BNB,V3,3,TECH_MA5R,3.3727710688369714
BNB,V3,3,TECH_MA20R,3.5463324784431296
BNB,V3,3,TECH_MA50R,2.1356067349563213
BNB,V3,3,VOL_ATR14,2.1175212456238772
BNB,V3,3,BAND_BB_W,4.867377738337721
BNB,V3,3,BAND_KC_W,5.303212849667957
BNB,V3,3,PX_OBV,3.3593795615083746
BNB,V3,3,VOL_Z20,5.6821821887901836
BNB,V3,3,DERIV_OI_D1,3.668403332091972
BNB,V3,3,DERIV_OI_PCT1,4.221941328228943
BNB,V3,3,DERIV_FUND_Z7,5.968617829830622
BNB,V3,3,DERIV_LSR_D1,0.0
BNB,V3,3,FLOW_LIQ_NET,3.685419737925525
BNB,V3,3,FLOW_LIQ_ABS,2.890212572956119
BNB,V3,3,FLOW_TAKER_IMB,0.0
BNB,V3,3,EXBAL_PCT_1D,0.0
BNB,V3,3,SENT_FEAR,3.147857779120208
BNB,V3,3,SENT_D_FEAR,4.632246949219353
BNB,V3,3,WEEK_RET_1W,4.56819707269941
BNB,V3,3,WEEK_RSI_1W,3.2180555491553795
BNB,V3,3,WEEK_MA_CROSS_1W,0.5374844951951268
ADA,V1,1,open,0.03321194648742676
ADA,V1,1,high,0.03545534983277321
ADA,V1,1,low,0.040917303413152695
ADA,V1,1,close,0.03874726966023445
ADA,V1,1,volume,0.04251965507864952
ADA,V1,1,RET_1D,0.04299268126487732
ADA,V1,1,RET_5D,0.0384860597550869
ADA,V1,1,RET_20D,0.03590206056833267
ADA,V1,1,TECH_RSI14,0.038833145052194595
ADA,V1,1,TECH_RSI30,0.03836652263998985
ADA,V1,1,TECH_MACD,0.040432967245578766
ADA,V1,1,TECH_MACD_SIG,0.03724578022956848
ADA,V1,1,TECH_MA5R,0.03730631247162819
ADA,V1,1,TECH_MA20R,0.04025139659643173
ADA,V1,1,TECH_MA50R,0.03868395835161209
ADA,V1,1,VOL_ATR14,0.03700774908065796
ADA,V1,1,BAND_BB_W,0.04056220501661301
ADA,V1,1,BAND_KC_W,0.03951357677578926
ADA,V1,1,PX_OBV,0.042853422462940216
ADA,V1,1,VOL_Z20,0.04264865443110466
ADA,V1,1,DERIV_OI_D1,0.0
ADA,V1,1,DERIV_OI_PCT1,0.0
ADA,V1,1,DERIV_FUND_Z7,0.0
ADA,V1,1,DERIV_LSR_D1,0.0
ADA,V1,1,FLOW_LIQ_NET,0.0
ADA,V1,1,FLOW_LIQ_ABS,0.0
ADA,V1,1,FLOW_TAKER_IMB,0.0
ADA,V1,1,EXBAL_PCT_1D,0.0
ADA,V1,1,SENT_FEAR,0.036408234387636185
ADA,V1,1,SENT_D_FEAR,0.034103523939847946
ADA,V1,1,WEEK_RET_1W,0.044137053191661835
ADA,V1,1,WEEK_RSI_1W,0.03546255826950073
ADA,V1,1,WEEK_MA_CROSS_1W,0.06795057654380798
ADA,V1,2,open,0.03298593685030937
ADA,V1,2,high,0.03203321620821953
ADA,V1,2,low,0.032792963087558746
ADA,V1,2,close,0.033840395510196686
ADA,V1,2,volume,0.03269843012094498
ADA,V1,2,RET_1D,0.03790398687124252
ADA,V1,2,RET_5D,0.03200738877058029
ADA,V1,2,RET_20D,0.031151657924056053
ADA,V1,2,TECH_RSI14,0.03353124484419823
ADA,V1,2,TECH_RSI30,0.035501860082149506
ADA,V1,2,TECH_MACD,0.033528123050928116
ADA,V1,2,TECH_MACD_SIG,0.029873378574848175
ADA,V1,2,TECH_MA5R,0.030967317521572113
ADA,V1,2,TECH_MA20R,0.03707790747284889
ADA,V1,2,TECH_MA50R,0.032261308282613754
ADA,V1,2,VOL_ATR14,0.0345354788005352
ADA,V1,2,BAND_BB_W,0.03184781223535538
ADA,V1,2,BAND_KC_W,0.03371962904930115
ADA,V1,2,PX_OBV,0.036080364137887955
ADA,V1,2,VOL_Z20,0.03280160576105118
ADA,V1,2,DERIV_OI_D1,0.0337483286857605
ADA,V1,2,DERIV_OI_PCT1,0.03573351725935936
ADA,V1,2,DERIV_FUND_Z7,0.033178236335515976
ADA,V1,2,DERIV_LSR_D1,0.0
ADA,V1,2,FLOW_LIQ_NET,0.034953005611896515
ADA,V1,2,FLOW_LIQ_ABS,0.028211001306772232
ADA,V1,2,FLOW_TAKER_IMB,0.0
ADA,V1,2,EXBAL_PCT_1D,0.0
ADA,V1,2,SENT_FEAR,0.029945187270641327
ADA,V1,2,SENT_D_FEAR,0.031195499002933502
ADA,V1,2,WEEK_RET_1W,0.03249112516641617
ADA,V1,2,WEEK_RSI_1W,0.02960718236863613
ADA,V1,2,WEEK_MA_CROSS_1W,0.04379689693450928
ADA,V1,3,open,0.031220300123095512
ADA,V1,3,high,0.02660287171602249
ADA,V1,3,low,0.03228599578142166
ADA,V1,3,close,0.03672638162970543
ADA,V1,3,volume,0.03420249745249748
ADA,V1,3,RET_1D,0.03643845394253731
ADA,V1,3,RET_5D,0.033168092370033264
ADA,V1,3,RET_20D,0.03317844867706299
ADA,V1,3,TECH_RSI14,0.03527439013123512
ADA,V1,3,TECH_RSI30,0.03505327180027962
ADA,V1,3,TECH_MACD,0.03118904121220112
ADA,V1,3,TECH_MACD_SIG,0.03174706920981407
ADA,V1,3,TECH_MA5R,0.03258590027689934
ADA,V1,3,TECH_MA20R,0.03962641954421997
ADA,V1,3,TECH_MA50R,0.037077780812978745
ADA,V1,3,VOL_ATR14,0.03179692476987839
ADA,V1,3,BAND_BB_W,0.032503195106983185
ADA,V1,3,BAND_KC_W,0.03453865274786949
ADA,V1,3,PX_OBV,0.03609146922826767
ADA,V1,3,VOL_Z20,0.03205837309360504
ADA,V1,3,DERIV_OI_D1,0.034080661833286285
ADA,V1,3,DERIV_OI_PCT1,0.035262927412986755
ADA,V1,3,DERIV_FUND_Z7,0.031309567391872406
ADA,V1,3,DERIV_LSR_D1,0.0
ADA,V1,3,FLOW_LIQ_NET,0.03279833495616913
ADA,V1,3,FLOW_LIQ_ABS,0.031604524701833725
ADA,V1,3,FLOW_TAKER_IMB,0.0
ADA,V1,3,EXBAL_PCT_1D,0.0
ADA,V1,3,SENT_FEAR,0.03056366927921772
ADA,V1,3,SENT_D_FEAR,0.03266960382461548
ADA,V1,3,WEEK_RET_1W,0.03231644630432129
ADA,V1,3,WEEK_RSI_1W,0.032262347638607025
ADA,V1,3,WEEK_MA_CROSS_1W,0.03376645967364311
ADA,V2,1,open,0.9284623523207081
ADA,V2,1,high,0.9543847550529093
ADA,V2,1,low,2.2624680205865495
ADA,V2,1,close,1.2415184515960647
ADA,V2,1,volume,1.938283624940222
ADA,V2,1,RET_1D,8.224486777539958
ADA,V2,1,RET_5D,3.744371655958444
ADA,V2,1,RET_20D,3.301714135514059
ADA,V2,1,TECH_RSI14,3.6909731809918656
ADA,V2,1,TECH_RSI30,4.820004888867703
ADA,V2,1,TECH_MACD,2.585264633205653
ADA,V2,1,TECH_MACD_SIG,1.578723200548211
ADA,V2,1,TECH_MA5R,4.806624523517795
ADA,V2,1,TECH_MA20R,4.537997799521648
ADA,V2,1,TECH_MA50R,1.5722448191262508
ADA,V2,1,VOL_ATR14,1.5547819075922646
ADA,V2,1,BAND_BB_W,4.905665520920745
ADA,V2,1,BAND_KC_W,3.446687803925202
ADA,V2,1,PX_OBV,2.8983867925154714
ADA,V2,1,VOL_Z20,5.328732838531618
ADA,V2,1,DERIV_OI_D1,3.6769692413569603
ADA,V2,1,DERIV_OI_PCT1,5.7854425922444275
ADA,V2,1,DERIV_FUND_Z7,7.883280421680067
ADA,V2,1,DERIV_LSR_D1,0.0
ADA,V2,1,FLOW_LIQ_NET,2.298134341898589
ADA,V2,1,FLOW_LIQ_ABS,0.7017194652839617
ADA,V2,1,FLOW_TAKER_IMB,0.0
ADA,V2,1,EXBAL_PCT_1D,0.0
ADA,V2,1,SENT_FEAR,1.880863500598219
ADA,V2,1,SENT_D_FEAR,6.100818668943502
ADA,V2,1,WEEK_RET_1W,3.379841494215225
ADA,V2,1,WEEK_RSI_1W,3.208205300358853
ADA,V2,1,WEEK_MA_CROSS_1W,0.7629472906468471
ADA,V2,2,open,0.964038729665524
ADA,V2,2,high,0.891710332930371
